ida_key,ida_visible_work_count,ida_visible_sanction_total,ida_median_sanction_amount,ida_median_sanction_delay_days,ida_delay_over45_share,ida_early_stage_over180_share,ida_completed_share,ida_high_cost_outlier_share,ida_duplicate_review_share,ida_average_review_priority_score,ida_max_review_priority_score,ida_latest_sanction_date,ida_distinct_work_type_count,ida_work_type_hhi,ida_review_priority_score,ida_review_priority_band,state,ida_district,ida_authority,ida_visible_mp_count
rajasthan|barandistrictcollectorbaranida,2,5000000.0,2500000.0,47.0,0.5,0.0,0.0,1.0,0.0,28.0,31,2025-01-07,2,0.5,28.9,Low,Rajasthan,BARAN,DISTRICT COLLECTOR BARAN,1
rajasthan|bharatpurdistrictcollectorbharatpurida,33,14578620.0,499566.0,102.0,0.9696969696969697,0.21212121212121213,0.18181818181818182,0.12121212121212122,0.0,12.030303030303031,31,2025-01-13,5,0.5941230486685032,17.72,Routine,Rajasthan,BHARATPUR,DISTRICT COLLECTOR BHARATPUR,1
rajasthan|bhilwaradistrictcollectorbhilwaraida,4,1992229.0,499720.5,100.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-01-27,2,0.5,6.0,Routine,Rajasthan,BHILWARA,DISTRICT COLLECTOR BHILWARA,1
rajasthan|bikanerdistrictcollectorbikanerida,17,20517459.0,1000000.0,96.0,1.0,0.0,0.058823529411764705,0.17647058823529413,0.0,11.0,41,2025-09-04,8,0.15570934256055366,20.0,Low,Rajasthan,BIKANER,DISTRICT COLLECTOR BIKANER,1
rajasthan|bundidistrictcollectorbundiida,4,2400000.0,500000.0,121.5,1.0,0.25,0.75,0.0,0.0,9.75,21,2025-03-11,3,0.375,13.12,Routine,Rajasthan,BUNDI,DISTRICT COLLECTOR BUNDI,1
rajasthan|chittorgarhdistrictcollectorchittorgarhida,6,1746523.0,296291.5,42.5,0.5,0.0,0.0,0.0,0.0,3.0,6,2024-12-24,5,0.22222222222222227,3.9,Routine,Rajasthan,CHITTORGARH,DISTRICT COLLECTOR CHITTORGARH,1
rajasthan|deegdistrictcollectordeegida,16,6949858.0,500000.0,110.0,1.0,0.3125,0.4375,0.0,0.0,10.6875,21,2025-01-24,1,1.0,13.78,Routine,Rajasthan,Deeg,DISTRICT COLLECTOR Deeg,1
rajasthan|dungarpurdistrictcollectordungarpurida,28,32127917.0,1200000.0,63.5,0.9285714285714286,0.0,0.03571428571428571,0.03571428571428571,0.0,6.464285714285714,31,2024-12-17,8,0.1811224489795918,13.82,Routine,Rajasthan,DUNGARPUR,DISTRICT COLLECTOR DUNGARPUR,2
rajasthan|jaipurdistrictcollectorjaipurida,5,5247255.0,758307.0,71.0,1.0,0.0,0.6,0.4,0.0,16.0,31,2025-01-18,5,0.20000000000000004,20.5,Low,Rajasthan,JAIPUR,DISTRICT COLLECTOR JAIPUR,1
rajasthan|jaisalmerdistrictcollectorjaislamerida,1,1495786.0,1495786.0,96.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-01-20,1,1.0,6.0,Routine,Rajasthan,JAISALMER,DISTRICT COLLECTOR JAISLAMER,1
rajasthan|jhalawardistrictcollectorjhalawarida,1,1100000.0,1100000.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2024-12-25,1,1.0,0.0,Routine,Rajasthan,JHALAWAR,DISTRICT COLLECTOR JHALAWAR,1
rajasthan|jhunjhunudistrictcollectorjhunjhunuida,16,8500928.0,498914.0,77.5,1.0,0.125,0.1875,0.0,0.0,7.875,21,2025-01-02,4,0.5859375,11.81,Routine,Rajasthan,JHUNJHUNU,DISTRICT COLLECTOR JHUNJHUNU,1
rajasthan|kekridistrictcollectorkekriida,2,1495749.0,747874.5,65.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2024-12-20,1,1.0,6.0,Routine,Rajasthan,Kekri,DISTRICT COLLECTOR Kekri,1
rajasthan|kotadistrictcollectorkotaida,7,6652238.0,999278.0,77.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-01-13,5,0.26530612244897955,6.0,Routine,Rajasthan,KOTA,DISTRICT COLLECTOR KOTA,1
rajasthan|nagaurdistrictcollectornagaurida,157,42852197.0,123442.0,74.0,1.0,0.03821656050955414,0.0,0.044585987261146494,0.0,7.687898089171974,31,2025-02-07,16,0.24573004990060446,14.68,Routine,Rajasthan,NAGAUR,DISTRICT COLLECTOR NAGAUR,2
rajasthan|palidistrictcollectorpaliida,1,2257000.0,2257000.0,163.0,1.0,0.0,0.0,1.0,0.0,31.0,31,2025-01-09,1,1.0,31.0,Low,Rajasthan,PALI,DISTRICT COLLECTOR PALI,1
rajasthan|pratapgarhdistrictcollectorpratapgarhida,1,500000.0,500000.0,292.0,1.0,0.0,0.0,0.0,0.0,16.0,16,2025-07-18,1,1.0,16.0,Routine,Rajasthan,PRATAPGARH,DISTRICT COLLECTOR PRATAPGARH,1
rajasthan|salumbardistrictcollectorsalumbarida,3,1793000.0,593000.0,116.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,22.666666666666668,31,2025-10-14,3,0.3333333333333333,25.17,Low,Rajasthan,Salumbar,DISTRICT COLLECTOR Salumbar,1
rajasthan|sikardistrictcollectorsikarida,5,2068420.0,384000.0,57.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-01-21,4,0.28,6.0,Routine,Rajasthan,SIKAR,DISTRICT COLLECTOR SIKAR,1
rajasthan|udaipurdistrictcollectorudaipurida,8,9879338.0,1494827.5,64.0,0.875,0.0,0.0,0.0,0.0,5.25,6,2024-12-26,4,0.3125,5.48,Routine,Rajasthan,UDAIPUR,DISTRICT COLLECTOR UDAIPUR,2
sikkim|gangtokdistrictcollectoreastdistrictida,11,21700000.0,1500000.0,56.0,0.6363636363636364,0.09090909090909091,0.8181818181818182,0.45454545454545453,0.0,16.545454545454547,46,2025-03-25,5,0.3553719008264462,25.38,Low,Sikkim,Gangtok,DISTRICT COLLECTOR EAST DISTRICT,1
sikkim|gyalshingdistrictcollectorgyalshingida,4,12000000.0,3000000.0,113.0,1.0,0.0,0.0,1.0,0.75,46.5,56,2025-02-27,1,1.0,49.35,Medium,Sikkim,Gyalshing,DISTRICT COLLECTOR GYALSHING,1
sikkim|mangandistrictcollectormanganida,3,9378159.0,2995995.0,48.0,0.6666666666666666,0.0,0.0,1.0,0.0,29.0,31,2024-12-11,2,0.5555555555555556,29.6,Low,Sikkim,Mangan,DISTRICT COLLECTOR MANGAN,1
sikkim|pakyongdistrictcollectorpakyongida,2,3000000.0,1500000.0,78.0,1.0,0.0,1.0,0.0,0.0,6.0,6,2024-11-13,1,1.0,6.0,Routine,Sikkim,Pakyong,DISTRICT COLLECTOR PAKYONG,1
tamilnadu|chengalpattudistrictcollectorchengalpattuida,9,8568198.0,899711.0,360.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.0,18.77777777777778,41,2026-02-06,5,0.25925925925925924,25.44,Low,Tamil Nadu,CHENGALPATTU,District Collector Chengalpattu,1
tamilnadu|chennaicommissionermuncipalcorporationchennaiida,7,41608000.0,3686000.0,356.0,1.0,0.14285714285714285,0.5714285714285714,0.8571428571428571,0.0,39.285714285714285,49,2026-06-22,6,0.18367346938775508,42.2,Medium,Tamil Nadu,CHENNAI,COMMISSIONER MUNCIPAL CORPORATION CHENNAI,4
tamilnadu|coimbatoredistrictcollectorcoimbatoreida,8,7695012.0,890456.0,472.0,1.0,0.0,0.25,0.0,0.0,15.75,24,2026-07-15,3,0.375,18.22,Routine,Tamil Nadu,COIMBATORE,DISTRICT COLLECTOR COIMBATORE,2
tamilnadu|cuddaloredistrictcollectorcuddaloreida,18,16461136.0,724135.5,225.0,1.0,0.1111111111111111,0.0,0.0,0.0,14.88888888888889,31,2025-10-17,4,0.40740740740740744,19.72,Routine,Tamil Nadu,CUDDALORE,DISTRICT COLLECTOR CUDDALORE,1
tamilnadu|dharmapuridistrictcollectordharmapuriida,3,4310000.0,1655000.0,57.0,1.0,0.0,0.0,0.0,0.0,9.333333333333334,16,2025-06-17,2,0.5555555555555556,11.33,Routine,Tamil Nadu,DHARMAPURI,DISTRICT COLLECTOR DHARMAPURI,1
tamilnadu|dindiguldistrictcollectordindigulida,21,29545582.0,1000000.0,15.0,0.47619047619047616,0.0,0.38095238095238093,0.19047619047619047,0.0,9.047619047619047,31,2025-03-12,10,0.15192743764172334,15.63,Routine,Tamil Nadu,DINDIGUL,DISTRICT COLLECTOR DINDIGUL,1
tamilnadu|erodedistrictcollectoreerodeida,30,28937458.0,624861.0,93.0,0.8,0.0,0.0,0.06666666666666667,0.0,9.133333333333333,41,2026-05-25,9,0.24222222222222223,18.69,Routine,Tamil Nadu,ERODE,DISTRICT_COLLECTORE_ERODE,3
tamilnadu|kancheepuramdistrictcollectorkancheepuramida,42,39516610.0,400000.0,26.0,0.40476190476190477,0.0,0.0,0.07142857142857142,0.40476190476190477,9.547619047619047,43,2025-05-17,6,0.39229024943310653,19.58,Routine,Tamil Nadu,Kancheepuram,DISTRICT COLLECTOR KANCHEEPURAM,2
tamilnadu|kanniyakumaridistrictcollectorkanniyakumariida,11,12806640.0,1000000.0,38.0,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,12.272727272727273,41,2026-03-03,6,0.2231404958677686,20.89,Low,Tamil Nadu,KANNIYAKUMARI,DISTRICT COLLECTOR KANNIYAKUMARI,1
tamilnadu|karurdistrictcollectorkarurida,2,403760.0,201880.0,471.0,1.0,0.0,0.5,0.0,0.0,16.0,16,2026-03-05,1,1.0,16.0,Routine,Tamil Nadu,KARUR,DISTRICT COLLECTOR KARUR,1
tamilnadu|maduraidistrictcollectormaduraiida,4,9860508.0,2495046.5,67.5,0.75,0.0,0.0,0.25,0.0,10.75,25,2025-02-18,2,0.625,15.02,Routine,Tamil Nadu,MADURAI,DISTRICT COLLECTOR MADURAI,2
tamilnadu|namakkaldistrictcollectornamakkalida,44,37744506.0,700000.0,18.5,0.25,0.022727272727272728,0.0,0.11363636363636363,0.09090909090909091,5.045454545454546,31,2025-02-21,11,0.28409090909090906,12.83,Routine,Tamil Nadu,NAMAKKAL,DISTRICT COLLECTOR NAMAKKAL,2
tamilnadu|perambalurdistrictcollectorperambalurida,12,10185000.0,785000.0,256.0,1.0,0.0,1.0,0.0,0.0,15.166666666666666,16,2025-12-10,1,1.0,15.42,Routine,Tamil Nadu,PERAMBALUR,DISTRICT COLLECTOR PERAMBALUR,1
tamilnadu|pudukkottaidistrictcollectorpudukkottaiida,8,3196733.0,399551.0,101.5,0.5,0.0,0.0,0.0,0.0,8.0,16,2025-06-18,5,0.25,10.4,Routine,Tamil Nadu,PUDUKKOTTAI,DISTRICT COLLECTOR PUDUKKOTTAI,2
tamilnadu|salemdistrictcollectorsalemida,9,3115763.0,348591.0,307.0,1.0,0.0,0.0,0.0,0.2222222222222222,16.88888888888889,20,2026-05-27,1,1.0,17.82,Routine,Tamil Nadu,SALEM,DISTRICT COLLECTOR SALEM,1
tamilnadu|sivagangadistrictcollectorsivagangaida,9,12649608.0,200000.0,3.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,6.222222222222222,56,2025-09-06,6,0.20987654320987653,21.16,Low,Tamil Nadu,SIVAGANGA,DISTRICT COLLECTOR SIVAGANGA,1
tamilnadu|tenkasidistrictcollectortenkasiida,7,16942527.0,2482079.0,73.0,1.0,0.0,0.0,0.7142857142857143,0.0,26.714285714285715,41,2025-05-10,2,0.510204081632653,31.0,Low,Tamil Nadu,TENKASI,DISTRICT COLLECTOR TENKASI,1
tamilnadu|thanjavurdistrictcollectorthanjavurida,22,37320171.0,1349670.0,163.5,0.8181818181818182,0.0,0.0,0.09090909090909091,0.0,8.090909090909092,31,2025-06-09,5,0.553719008264463,14.96,Routine,Tamil Nadu,THANJAVUR,DISTRICT COLLECTOR THANJAVUR,1
tamilnadu|thiruvallurdistrictcollectortiruvallurida,10,11744919.0,942305.0,202.5,0.8,0.0,0.0,0.3,0.2,23.3,41,2025-09-18,7,0.22000000000000008,28.61,Low,Tamil Nadu,THIRUVALLUR,DISTRICT COLLECTOR TIRUVALLUR,3
tamilnadu|thiruvarurdistrictcollectorthiruvarurida,5,6519871.0,1329811.0,308.0,1.0,0.0,0.0,0.2,0.0,19.0,41,2025-07-30,2,0.6800000000000002,25.6,Low,Tamil Nadu,THIRUVARUR,DISTRICT COLLECTOR THIRUVARUR,1
tamilnadu|thoothukkudidistrictcollectorthoothukudiida,11,28738597.0,1999892.0,331.0,1.0,0.0,0.0,0.45454545454545453,0.0,24.454545454545453,49,2026-05-21,5,0.28925619834710736,31.82,Low,Tamil Nadu,Thoothukkudi,DISTRICT COLLECTOR THOOTHUKUDI,1
tamilnadu|tiruchirappallidistrictcollectortiruchirappalliida,1,3460000.0,3460000.0,274.0,1.0,0.0,0.0,1.0,0.0,41.0,41,2025-06-26,1,1.0,41.0,Medium,Tamil Nadu,TIRUCHIRAPPALLI,DISTRICT COLLECTOR TIRUCHIRAPPALLI,1
tamilnadu|tirupathurdistrictcollectortirupathurida,11,8174912.0,1000000.0,196.0,1.0,0.0,0.5454545454545454,0.5454545454545454,0.0,29.636363636363637,41,2025-11-21,1,1.0,33.05,Low,Tamil Nadu,Tirupathur,District Collector Tirupathur,1
tamilnadu|tiruppurdistrictcollectortiruppurida,28,32642414.0,949301.0,306.5,1.0,0.0,0.10714285714285714,0.14285714285714285,0.0,19.5,49,2026-06-23,9,0.1964285714285714,28.35,Low,Tamil Nadu,TIRUPPUR,DISTRICT COLLECTOR TIRUPPUR,3
tamilnadu|tiruvannamalaidistrictcollectortiruvannamalaiida,60,27712833.0,435000.0,150.0,1.0,0.05,0.016666666666666666,0.06666666666666667,0.0,11.583333333333334,41,2026-01-30,12,0.20611111111111108,20.41,Low,Tamil Nadu,TIRUVANNAMALAI,DISTRICT COLLECTOR TIRUVANNAMALAI,2
tamilnadu|viluppuramdistrictcollectorvillupuramida,31,29782710.0,800000.0,43.0,0.3548387096774194,0.0,0.0,0.0,0.0,2.129032258064516,6,2025-03-03,7,0.21331945889698228,3.29,Routine,Tamil Nadu,Viluppuram,DISTRICT COLLECTOR VILLUPURAM,2
tamilnadu|virudhunagardistrictcollectorvirudhunagarida,15,16773506.0,749622.0,290.0,1.0,0.0,0.0,0.26666666666666666,0.0,22.0,41,2025-12-12,5,0.27111111111111114,27.7,Low,Tamil Nadu,VIRUDHUNAGAR,DISTRICT COLLECTOR VIRUDHUNAGAR,1
telangana|jagitialdistrictcollectorjagtialida,83,29073808.0,350000.0,43.0,0.43373493975903615,0.04819277108433735,0.5662650602409639,0.012048192771084338,0.14457831325301204,8.44578313253012,41,2026-08-17,10,0.4161707069240819,18.21,Routine,Telangana,Jagitial,DISTRICT COLLECTOR JAGTIAL,1
telangana|jangoandistrictcollectorjangaonida,1,500000.0,500000.0,30.0,0.0,0.0,0.0,1.0,0.0,25.0,25,2024-12-16,1,1.0,25.0,Low,Telangana,JANGOAN,DISTRICT COLLECTOR JANGAON,1
telangana|mahabubabaddistrictcollectormahabubabadida,10,3500000.0,350000.0,231.0,1.0,1.0,0.0,1.0,0.0,56.0,56,2025-07-04,1,1.0,56.0,Medium,Telangana,MAHABUBABAD,DISTRICT COLLECTOR MAHABUBABAD,1
telangana|medchalmalkajgiridistrictcollectormedchalmalkajgiriida,11,11400811.0,1050000.0,136.0,1.0,0.2727272727272727,0.0,0.45454545454545453,0.0,23.272727272727273,46,2025-12-16,7,0.17355371900826444,30.09,Low,Telangana,MEDCHAL MALKAJGIRI,DISTRICT COLLECTOR MEDCHAL MALKAJGIRI,1
telangana|nalgondadistrictcollectornalgonda,54,9692218.0,149779.0,56.5,0.6481481481481481,0.0,0.18518518518518517,0.24074074074074073,0.018518518518518517,9.981481481481481,31,2025-02-20,2,0.9636488340192044,16.29,Routine,Telangana,NALGONDA,DISTRICT COLLECTOR NALGONDA,1
telangana|nizamabaddistrictcollectornizamabadida,90,35797731.0,400000.0,7.0,0.17777777777777778,0.022222222222222223,0.0,0.011111111111111112,0.05555555555555555,2.3666666666666667,31,2025-08-30,12,0.22395061728395066,10.96,Routine,Telangana,NIZAMABAD,DISTRICT COLLECTOR NIZAMABAD,1
telangana|rangareddydistrictcollectorrangareddyida,53,10777262.0,99906.0,49.0,1.0,0.07547169811320754,0.03773584905660377,0.09433962264150944,0.0,10.056603773584905,56,2025-08-21,4,0.7913848344606621,23.84,Low,Telangana,RANGA REDDY,DISTRICT COLLECTOR RANGAREDDY,2
telangana|siddipetdistrictcollectorsiddipetida,8,5250000.0,500000.0,289.0,1.0,0.0,1.0,0.25,0.25,21.5,31,2025-11-12,4,0.34375,24.35,Low,Telangana,SIDDIPET,District Collector Siddipet,1
telangana|vikarabaddistrictcollectorvikarabad2,9,4598104.0,500000.0,223.0,1.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,24.333333333333332,56,2025-06-09,3,0.5061728395061729,33.83,Low,Telangana,VIKARABAD,DISTRICT COLLECTOR VIKARABAD_2,1
telangana|yadadribhuvanagiridistrictcollectoryadadribhuvanagiriida,126,9255000.0,70000.0,76.0,1.0,0.007936507936507936,0.9920634920634921,0.007936507936507936,0.023809523809523808,7.571428571428571,31,2025-08-30,1,1.0,14.6,Routine,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,1
uttarakhand|agradistrictmagistraeagraida,3,4996274.0,1399030.0,33.0,0.0,0.0,0.0,0.3333333333333333,0.0,8.333333333333334,25,2024-11-27,1,1.0,13.33,Routine,Uttarakhand,AGRA,DISTRICT MAGISTRAE AGRA,1
uttarpradesh|agradistrictmagistraeagraida,57,81951616.0,1287979.0,32.0,0.017543859649122806,0.0,0.0,0.2982456140350877,0.0,7.842105263157895,33,2025-01-05,4,0.39673745767928587,15.39,Routine,Uttar Pradesh,AGRA,DISTRICT MAGISTRAE AGRA,2
uttarpradesh|aligarhdistrictmagistratealigarhida,7,12711376.0,1846202.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2024-11-11,1,1.0,0.0,Routine,Uttar Pradesh,ALIGARH,DISTRICT MAGISTRATE ALIGARH,1
uttarpradesh|ambedkarnagardistrictmagistrateambedkarnagarida,31,25262784.0,846299.0,43.0,0.4838709677419355,0.06451612903225806,0.0,0.0,0.0,4.193548387096774,21,2025-04-21,4,0.7648283038501561,9.24,Routine,Uttar Pradesh,AMBEDKAR NAGAR,DISTRICT MAGISTRATE AMBEDKAR NAGAR,1
uttarpradesh|amrohadistrictmagistratejyotibaphulenagarida,11,13365769.0,1232868.0,57.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2024-12-12,1,1.0,6.0,Routine,Uttar Pradesh,AMROHA,DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR,1
uttarpradesh|auraiyadistrictmagistrateauraiyaida,58,15660000.0,270000.0,211.0,1.0,1.0,0.0,0.0,0.0,31.0,31,2025-10-27,1,1.0,31.0,Low,Uttar Pradesh,AURAIYA,DISTRICT MAGISTRATE AURAIYA,1
uttarpradesh|ayodhyadistrictmagistraefaizabadida,37,43996216.0,1150563.0,45.0,0.35135135135135137,0.0,0.0,0.0,0.0,2.108108108108108,6,2025-02-28,3,0.848064280496713,3.28,Routine,Uttar Pradesh,AYODHYA,DISTRICT MAGISTRAE FAIZABAD,2
uttarpradesh|azamgarhdistrictmagistrateazamgarhida,80,28257271.0,284857.0,109.0,1.0,0.1125,0.0125,0.0375,0.125,13.525,56,2026-01-28,5,0.4384375000000001,26.27,Low,Uttar Pradesh,AZAMGARH,DISTRICT MAGISTRATE AZAMGARH,1
uttarpradesh|bahraichdistrictmagistraebahraichida,8,12729305.0,1425626.0,88.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-02-10,1,1.0,6.0,Routine,Uttar Pradesh,BAHRAICH,DISTRICT MAGISTRAE BAHRAICH,1
uttarpradesh|balliadistrictmagistraeballiaida,131,47568201.0,259041.0,169.0,1.0,0.32061068702290074,0.0,0.007633587786259542,0.31297709923664124,21.572519083969464,46,2025-07-19,6,0.4058621292465473,28.9,Low,Uttar Pradesh,BALLIA,DISTRICT MAGISTRAE BALLIA,3
uttarpradesh|balrampurdistrictmagistratebalrampurida,13,11364132.0,820537.0,50.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-01-10,1,1.0,6.0,Routine,Uttar Pradesh,BALRAMPUR,DISTRICT MAGISTRATE BALRAMPUR,1
uttarpradesh|bandadistrictmagistratebandaida,53,17712711.12,232197.98,74.0,1.0,0.1509433962264151,0.0,0.0,0.0,8.264150943396226,21,2025-04-30,3,0.703809184763261,12.08,Routine,Uttar Pradesh,BANDA,DISTRICT MAGISTRATE BANDA,2
uttarpradesh|bareillydistrictmagistraebareillyida,30,24363364.0,854043.0,9.0,0.0,0.0,0.0,0.06666666666666667,0.8,18.2,50,2024-11-23,2,0.7222222222222223,27.74,Low,Uttar Pradesh,BAREILLY,DISTRICT MAGISTRAE BAREILLY,1
uttarpradesh|bastidistrictmagistratebastiida,19,26847950.0,903408.0,41.0,0.0,0.0,0.0,0.10526315789473684,0.0,2.6315789473684212,25,2024-12-11,2,0.8116343490304709,9.34,Routine,Uttar Pradesh,BASTI,DISTRICT MAGISTRATE BASTI,1
uttarpradesh|bhadohidistrictmagistratebhadohiida,195,23204983.0,118971.0,47.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-01-07,1,1.0,6.0,Routine,Uttar Pradesh,BHADOHI,DISTRICT MAGISTRATE BHADOHI,1
uttarpradesh|bijnordistrictmagistratebijnorida,104,34224607.0,189869.0,31.0,0.057692307692307696,0.0,0.0,0.0,0.0,0.9230769230769231,16,2025-07-08,2,0.6893491124260356,5.45,Routine,Uttar Pradesh,BIJNOR,DISTRICT MAGISTRATE BIJNOR,2
uttarpradesh|budaundistrictmagistratebudaunida,1,46470400.0,46470400.0,69.0,1.0,0.0,0.0,1.0,0.0,31.0,31,2024-11-23,1,1.0,31.0,Low,Uttar Pradesh,BUDAUN,DISTRICT MAGISTRATE BUDAUN,1
uttarpradesh|chandaulidistrictmagistratechandauliida,39,12414861.0,243756.0,88.0,1.0,0.0,0.0,0.10256410256410256,0.0,8.564102564102564,31,2024-12-02,4,0.5831689677843526,15.29,Routine,Uttar Pradesh,CHANDAULI,DISTRICT MAGISTRATE CHANDAULI,1
uttarpradesh|chitrakootdistrictmagistratechitrakootida,44,9974712.0,226698.0,130.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-02-05,1,1.0,6.0,Routine,Uttar Pradesh,CHITRAKOOT,DISTRICT MAGISTRATE CHITRAKOOT,1
uttarpradesh|deoriadistrictmagistratedeoria,55,40517161.0,700000.0,86.0,0.8181818181818182,0.18181818181818182,0.16363636363636364,0.0,0.0,8.0,31,2025-08-13,4,0.46909090909090906,14.9,Routine,Uttar Pradesh,DEORIA,DISTRICT MAGISTRATE DEORIA,2
uttarpradesh|etahdistrictmagistrateetahida,34,13566538.0,238048.0,36.0,0.38235294117647056,0.0,0.0,0.0,0.0,2.2941176470588234,6,2024-12-27,3,0.8356401384083044,3.41,Routine,Uttar Pradesh,ETAH,DISTRICT MAGISTRATE ETAH,2
uttarpradesh|etawahdistrictmagistrateetawahida,69,18583632.0,269328.0,50.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-01-09,1,1.0,6.0,Routine,Uttar Pradesh,ETAWAH,DISTRICT MAGISTRATE ETAWAH,1
uttarpradesh|farrukhabaddistrictmagistraefarrukhabadida,116,25858836.0,222921.0,90.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-02-05,1,1.0,6.0,Routine,Uttar Pradesh,FARRUKHABAD,DISTRICT MAGISTRAE FARRUKHABAD,1
uttarpradesh|firozabaddistrictmagistratefirozabadida,20,48855158.0,1810939.5,55.0,1.0,0.0,0.05,0.3,0.0,13.5,31,2024-10-17,1,1.0,18.75,Routine,Uttar Pradesh,FIROZABAD,DISTRICT MAGISTRATE FIROZABAD,1
uttarpradesh|gautambuddhanagardistrictmagistrategautambudhnagar,28,26961651.28,997321.5,17.0,0.0,0.07142857142857142,0.0,0.0,0.0,1.0714285714285714,15,2024-09-07,2,0.931122448979592,5.25,Routine,Uttar Pradesh,GAUTAM BUDDHA NAGAR,DISTRICT MAGISTRATE GAUTAMBUDHNAGAR,1
uttarpradesh|ghaziabaddistrictmagistraeghaziabadida,1,207741.0,207741.0,86.0,1.0,0.0,0.0,0.0,0.0,6.0,6,2025-02-10,1,1.0,6.0,Routine,Uttar Pradesh,GHAZIABAD,DISTRICT MAGISTRAE GHAZIABAD,1
uttarpradesh|ghazipurdistrictmagistraeghazipurida,83,45552060.0,500000.0,91.0,1.0,0.4819277108433735,0.012048192771084338,0.1927710843373494,0.3253012048192771,29.120481927710845,64,2026-08-22,6,0.2382058353897518,39.58,Low,Uttar Pradesh,GHAZIPUR,DISTRICT MAGISTRAE GHAZIPUR,2
uttarpradesh|gondadistrictmagistrategondaida,39,44661334.0,1082097.0,22.0,0.48717948717948717,0.07692307692307693,0.02564102564102564,0.0,0.0,4.076923076923077,21,2025-01-15,2,0.9500328731097962,9.15,Routine,Uttar Pradesh,GONDA,DISTRICT MAGISTRATE GONDA,2
uttarpradesh|hamirpurdistrictmagistratehamirpur2,27,19299000.0,700000.0,239.0,0.9259259259259259,0.8518518518518519,0.0,0.07407407407407407,0.037037037037037035,29.22222222222222,35,2025-11-27,3,0.3854595336076817,30.96,Low,Uttar Pradesh,HAMIRPUR,DISTRICT MAGISTRATE HAMIRPUR_2,1
uttarpradesh|hapurdistrictmagistratehapurida,7,5516914.0,818009.0,41.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,6,2024-12-23,1,1.0,2.4,Routine,Uttar Pradesh,HAPUR,DISTRICT MAGISTRATE HAPUR,2
uttarpradesh|hardoidistrictmagistratehardoiida,5,28685171.0,5580000.0,74.0,0.6,0.8,0.2,1.0,0.0,40.6,46,2025-03-06,1,1.0,42.22,Medium,Uttar Pradesh,HARDOI,DISTRICT MAGISTRATE HARDOI,1
uttarpradesh|hathrasdistrictmagistratehathrasida,4,7946019.0,1925060.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2024-10-29,1,1.0,0.0,Routine,Uttar Pradesh,HATHRAS,DISTRICT MAGISTRATE HATHRAS,1
uttarpradesh|jalaundistrictmagistratejalaunida,115,27945000.0,243000.0,263.0,1.0,0.991304347826087,0.0,0.0,1.0,42.869565217391305,43,2025-06-13,1,1.0,42.91,Medium,Uttar Pradesh,JALAUN,DISTRICT MAGISTRATE JALAUN,1
uttarpradesh|jaunpurdistrictmagistratejaunpurida,459,18957268.0,20896.0,17.0,0.0,0.02832244008714597,0.0,0.002178649237472767,0.0,0.6361655773420479,25,2024-12-06,2,0.9956521945500543,7.95,Routine,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR,1
uttarpradesh|jhansidistrictmagistraejhansiida,18,4103349.0,211299.0,131.0,1.0,0.0,0.0,0.05555555555555555,0.8888888888888888,18.055555555555557,31,2025-01-24,3,0.7962962962962963,21.94,Low,Uttar Pradesh,JHANSI,DISTRICT MAGISTRAE JHANSI,2
uttarpradesh|kanpurdehatdistrictmagistratekanpurdehatida,48,12325061.16,268500.0,219.0,1.0,0.6041666666666666,0.0,0.0,0.3958333333333333,25.854166666666668,31,2025-06-12,2,0.5217013888888888,27.4,Low,Uttar Pradesh,KANPUR DEHAT,DISTRICT MAGISTRATE KANPUR DEHAT,2
uttarpradesh|kanpurnagardistrictmagistraekanpurnagarida,1,3831541.0,3831541.0,22.0,0.0,0.0,0.0,1.0,0.0,25.0,25,2024-10-09,1,1.0,25.0,Low,Uttar Pradesh,KANPUR NAGAR,DISTRICT MAGISTRAE KANPUR NAGAR,1
