work_id_a,work_id_b,similarity,evidence_strength,exact_description_flag,same_ida_flag,same_mp_flag,same_amount_flag,same_sanction_date_flag,number_token_conflict_flag,generic_description_flag,continuation_or_phase_flag,state,description_a,description_b,sanction_amount_a,sanction_amount_b,sanction_date_a,sanction_date_b
140909,140943,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140909,140944,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140909,140945,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140909,140946,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140909,140947,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140909,140948,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140909,140949,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140909,140950,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140909,140951,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140909,140952,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140909,140954,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140909,140955,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140909,140956,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140909,140957,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140909,140958,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140909,140959,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140909,140960,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140909,140961,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140909,140962,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140909,140963,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140909,140982,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140909,140983,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140909,140984,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140909,140985,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140909,140987,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140909,140988,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140909,140989,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140909,140990,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140909,140991,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140909,140994,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140909,140995,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140909,140996,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140909,140997,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140909,140998,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140909,140999,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140909,141000,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140909,141001,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140909,141002,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140909,141003,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140909,141004,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141005,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141006,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141007,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141008,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141009,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141010,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141011,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141012,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141013,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141014,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141015,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141016,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141017,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141018,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140909,141019,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,140912,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140913,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140914,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140916,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140917,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140918,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140919,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140921,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140922,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140923,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140924,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140925,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140926,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140927,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140928,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140929,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140930,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140931,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140932,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140933,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140934,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140935,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
140911,140936,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140937,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140938,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140939,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140940,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140941,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140942,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140943,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140944,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140945,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140946,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140947,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140948,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140949,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140950,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140951,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140952,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140954,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140955,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-06
140911,140956,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140911,140957,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140911,140958,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140911,140959,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140911,140960,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140911,140961,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140911,140962,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140911,140963,1.0,Moderate,True,True,True,True,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,243000.0,243000.0,2025-06-05,2025-06-06
140911,140982,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140911,140983,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140911,140984,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140911,140985,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140911,140987,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140911,140988,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140911,140989,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140911,140990,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140911,140991,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-28
140911,140994,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140911,140995,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140911,140996,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140911,140997,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140911,140998,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140911,140999,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140911,141000,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140911,141001,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140911,141002,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140911,141003,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,238871.64,2025-06-05,2025-01-23
140911,141004,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141005,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141006,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141007,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141008,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141009,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141010,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141011,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141012,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141013,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141014,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141015,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141016,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141017,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141018,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140911,141019,1.0,Weak,True,False,True,False,False,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,211299.0,2025-06-05,2025-01-24
140912,140913,1.0,Moderate,True,True,True,True,True,False,True,False,Uttar Pradesh,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,243000.0,243000.0,2025-06-05,2025-06-05
